2016_05,22,74,25,0,29,147,306,0,275,48,39,21,32,0,0,49,33,64,0,63,428,0,188,35,0,73,55,0,58,204,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_06,3,8,8,0,22,123,221,0,172,13,13,22,8,29,1120,21,25,45,0,106,172,0,99,15,0,25,29,0,51,89,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_07,24,32,32,0,40,155,344,0,184,51,316,30,23,163,36,33,18,45,0,46,232,0,697,38,0,47,79,0,93,160,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_08,38,37,50,0,25,170,716,0,102,56,65,36,45,89,39,29,23,27,0,42,238,0,387,35,0,37,213,0,98,141,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_09,32,54,27,4,31,149,418,0,178,30,41,25,20,45,32,43,22,18,0,60,200,0,229,50,0,49,49,0,33,141,0,23,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_10,285,94,49,1106,465,709,1151,0,348,1654,61,353,314,386,976,677,285,37,0,519,325,0,9636,434,0,507,527,0,507,521,0,366,0,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_11,16,58,85,98,59,186,647,0,305,70,49,48,25,123,22,23,21,33,0,62,250,0,313,35,4,74,210,0,57,126,0,26,0,416,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12,34,24,41,83,75,153,734,0,257,74,52,29,23,35,27,34,33,26,0,59,258,0,494,56,15,97,75,0,146,120,1,12,0,180,0,0,0,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01,23,36,18,39,53,152,779,0,594,49,62,24,28,24,23,86,39,20,0,59,478,0,996,69,8,334,69,0,189,142,0,20,0,313,0,0,0,737,0,0,0,63,0,304,18,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_02,9,60,42,22,61,172,460,0,565,122,83,27,42,36,42,95,63,487,0,65,362,0,895,76,11,139,67,0,158,166,0,28,0,311,0,5,0,150,0,0,0,72,0,841,425,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03,33,69,50,38,53,278,434,0,585,226,102,65,57,52,55,129,99,40,0,75,516,204,515,72,49,178,169,0,159,296,0,33,167,196,0,235,0,540,0,0,0,46,0,549,170,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_04,23,44,51,24,36,171,276,0,472,134,46,45,38,38,27,89,58,25,0,38,270,98,599,56,275,108,146,0,115,350,0,13,46,128,0,77,0,406,120,0,0,30,0,381,175,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05,16,49,42,53,65,142,673,0,506,119,45,31,23,34,33,85,64,21,0,58,349,43,433,53,120,127,87,0,59,238,642,106,44,142,0,87,0,361,535,0,0,36,0,310,112,0,0,0,0,0,726,0,0,0,0,0,0,0
2017_06,13,36,20,84,52,170,524,14,407,114,347,15,14,28,15,99,54,7,8,30,285,81,497,40,96,96,73,0,68,348,311,18,96,87,0,92,25,214,90,0,0,17,0,439,81,0,0,0,0,0,535,0,0,23,0,0,0,0
2017_07,13,38,39,73,64,76,713,5,297,83,36,14,29,67,21,59,47,39,143,45,255,44,251,50,69,101,52,0,50,164,111,17,66,118,0,67,217,160,76,165,0,24,122,487,96,0,0,132,0,0,294,0,0,84,0,0,0,0
2017_08,20,60,44,61,50,99,684,0,231,161,63,47,39,54,25,217,64,35,55,155,264,66,348,61,45,58,89,0,42,204,149,15,51,103,0,140,111,170,132,48,0,36,72,313,93,0,0,33,0,0,279,0,0,90,0,0,0,0
2017_09,11,46,14,18,45,181,224,0,297,55,42,26,17,32,13,52,33,17,46,24,227,43,242,61,26,60,81,0,38,218,158,16,43,76,0,161,70,142,64,22,0,16,26,268,50,0,0,13,29,0,284,0,280,25,0,993,0,0
2017_10,31,43,30,39,38,91,272,0,439,99,34,48,40,32,31,114,47,17,49,49,261,37,305,38,27,63,104,0,54,298,167,21,49,410,0,156,130,143,48,36,0,7,23,254,153,0,0,28,117,165,484,0,142,48,0,1527,588,0
2017_11,22,84,37,28,91,122,304,0,486,158,80,33,41,54,32,86,37,64,56,66,346,66,407,96,37,90,98,0,80,280,150,46,56,304,245,169,197,190,31,72,0,27,47,532,110,0,0,33,143,92,424,626,112,71,0,554,349,0
2017_12,17,199,45,63,55,118,246,48,327,90,75,39,31,65,35,67,30,61,13,38,384,51,459,46,33,69,106,0,99,301,93,25,16,142,85,186,206,188,70,81,511,20,26,229,97,518,16,31,78,61,424,225,142,65,640,375,109,480
